Sucursal,País,Ciudad,Mes,Categoría,Ventas,Empleados Sucursal
Sucursal_80,México,Ciudad de México,2024-11,Lavadoras,57997,44
Sucursal_80,México,Ciudad de México,2024-11,Televisores,216887,44
Sucursal_80,México,Ciudad de México,2024-11,Microondas,25897,44
Sucursal_80,México,Ciudad de México,2024-12,Refrigeradores,48232,44
Sucursal_80,México,Ciudad de México,2024-12,Lavadoras,75761,44
Sucursal_80,México,Ciudad de México,2024-12,Televisores,137575,44
Sucursal_80,México,Ciudad de México,2024-12,Microondas,49689,44
Sucursal_81,Perú,Lima,2024-01,Refrigeradores,10202,38
Sucursal_81,Perú,Lima,2024-01,Lavadoras,8737,38
Sucursal_81,Perú,Lima,2024-01,Televisores,22003,38
Sucursal_81,Perú,Lima,2024-01,Microondas,124794,38
Sucursal_81,Perú,Lima,2024-02,Refrigeradores,29061,38
Sucursal_81,Perú,Lima,2024-02,Lavadoras,19170,38
Sucursal_81,Perú,Lima,2024-02,Televisores,18874,38
Sucursal_81,Perú,Lima,2024-02,Microondas,66508,38
Sucursal_81,Perú,Lima,2024-03,Refrigeradores,35404,38
Sucursal_81,Perú,Lima,2024-03,Lavadoras,21598,38
Sucursal_81,Perú,Lima,2024-03,Televisores,10433,38
Sucursal_81,Perú,Lima,2024-03,Microondas,84595,38
Sucursal_81,Perú,Lima,2024-04,Refrigeradores,26444,38
Sucursal_81,Perú,Lima,2024-04,Lavadoras,40829,38
Sucursal_81,Perú,Lima,2024-04,Televisores,38356,38
Sucursal_81,Perú,Lima,2024-04,Microondas,123307,38
Sucursal_81,Perú,Lima,2024-05,Refrigeradores,31966,38
Sucursal_81,Perú,Lima,2024-05,Lavadoras,16746,38
Sucursal_81,Perú,Lima,2024-05,Televisores,36856,38
Sucursal_81,Perú,Lima,2024-05,Microondas,96336,38
Sucursal_81,Perú,Lima,2024-06,Refrigeradores,16273,38
Sucursal_81,Perú,Lima,2024-06,Lavadoras,41633,38
Sucursal_81,Perú,Lima,2024-06,Televisores,20995,38
Sucursal_81,Perú,Lima,2024-06,Microondas,120217,38
Sucursal_81,Perú,Lima,2024-07,Refrigeradores,39810,38
Sucursal_81,Perú,Lima,2024-07,Lavadoras,28142,38
Sucursal_81,Perú,Lima,2024-07,Televisores,32286,38
Sucursal_81,Perú,Lima,2024-07,Microondas,93410,38
Sucursal_81,Perú,Lima,2024-08,Refrigeradores,24623,38
Sucursal_81,Perú,Lima,2024-08,Lavadoras,38453,38
Sucursal_81,Perú,Lima,2024-08,Televisores,17447,38
Sucursal_81,Perú,Lima,2024-08,Microondas,93662,38
Sucursal_81,Perú,Lima,2024-09,Refrigeradores,12301,38
Sucursal_81,Perú,Lima,2024-09,Lavadoras,29945,38
Sucursal_81,Perú,Lima,2024-09,Televisores,20468,38
Sucursal_81,Perú,Lima,2024-09,Microondas,54229,38
Sucursal_81,Perú,Lima,2024-10,Refrigeradores,33025,38
Sucursal_81,Perú,Lima,2024-10,Lavadoras,14029,38
Sucursal_81,Perú,Lima,2024-10,Televisores,38453,38
Sucursal_81,Perú,Lima,2024-10,Microondas,69907,38
Sucursal_81,Perú,Lima,2024-11,Refrigeradores,36825,38
Sucursal_81,Perú,Lima,2024-11,Lavadoras,23075,38
Sucursal_81,Perú,Lima,2024-11,Televisores,34498,38
Sucursal_81,Perú,Lima,2024-11,Microondas,73004,38
Sucursal_81,Perú,Lima,2024-12,Refrigeradores,23300,38
Sucursal_81,Perú,Lima,2024-12,Lavadoras,28654,38
Sucursal_81,Perú,Lima,2024-12,Televisores,26289,38
Sucursal_81,Perú,Lima,2024-12,Microondas,124866,38
Sucursal_82,México,Ciudad de México,2024-01,Refrigeradores,34248,42
Sucursal_82,México,Ciudad de México,2024-01,Lavadoras,70611,42
Sucursal_82,México,Ciudad de México,2024-01,Televisores,206591,42
Sucursal_82,México,Ciudad de México,2024-01,Microondas,25814,42
Sucursal_82,México,Ciudad de México,2024-02,Refrigeradores,23866,42
Sucursal_82,México,Ciudad de México,2024-02,Lavadoras,30018,42
Sucursal_82,México,Ciudad de México,2024-02,Televisores,100427,42
Sucursal_82,México,Ciudad de México,2024-02,Microondas,76305,42
Sucursal_82,México,Ciudad de México,2024-03,Refrigeradores,71444,42
Sucursal_82,México,Ciudad de México,2024-03,Lavadoras,82175,42
Sucursal_82,México,Ciudad de México,2024-03,Televisores,176358,42
Sucursal_82,México,Ciudad de México,2024-03,Microondas,79394,42
Sucursal_82,México,Ciudad de México,2024-04,Refrigeradores,47215,42
Sucursal_82,México,Ciudad de México,2024-04,Lavadoras,34772,42
Sucursal_82,México,Ciudad de México,2024-04,Televisores,227419,42
Sucursal_82,México,Ciudad de México,2024-04,Microondas,71572,42
Sucursal_82,México,Ciudad de México,2024-05,Refrigeradores,25948,42
Sucursal_82,México,Ciudad de México,2024-05,Lavadoras,27756,42
Sucursal_82,México,Ciudad de México,2024-05,Televisores,195833,42
Sucursal_82,México,Ciudad de México,2024-05,Microondas,24720,42
Sucursal_82,México,Ciudad de México,2024-06,Refrigeradores,53021,42
Sucursal_82,México,Ciudad de México,2024-06,Lavadoras,75161,42
Sucursal_82,México,Ciudad de México,2024-06,Televisores,132300,42
Sucursal_82,México,Ciudad de México,2024-06,Microondas,39910,42
Sucursal_82,México,Ciudad de México,2024-07,Refrigeradores,66685,42
Sucursal_82,México,Ciudad de México,2024-07,Lavadoras,25109,42
Sucursal_82,México,Ciudad de México,2024-07,Televisores,194110,42
Sucursal_82,México,Ciudad de México,2024-07,Microondas,56425,42
Sucursal_82,México,Ciudad de México,2024-08,Refrigeradores,39945,42
Sucursal_82,México,Ciudad de México,2024-08,Lavadoras,58706,42
Sucursal_82,México,Ciudad de México,2024-08,Televisores,105544,42
Sucursal_82,México,Ciudad de México,2024-08,Microondas,63554,42
Sucursal_82,México,Ciudad de México,2024-09,Refrigeradores,67435,42
Sucursal_82,México,Ciudad de México,2024-09,Lavadoras,48810,42
Sucursal_82,México,Ciudad de México,2024-09,Televisores,159316,42
Sucursal_82,México,Ciudad de México,2024-09,Microondas,81771,42
Sucursal_82,México,Ciudad de México,2024-10,Refrigeradores,28074,42
Sucursal_82,México,Ciudad de México,2024-10,Lavadoras,58544,42
Sucursal_82,México,Ciudad de México,2024-10,Televisores,142067,42
Sucursal_82,México,Ciudad de México,2024-10,Microondas,17424,42
Sucursal_82,México,Ciudad de México,2024-11,Refrigeradores,69653,42
Sucursal_82,México,Ciudad de México,2024-11,Lavadoras,48280,42
Sucursal_82,México,Ciudad de México,2024-11,Televisores,212360,42
Sucursal_82,México,Ciudad de México,2024-11,Microondas,65735,42
Sucursal_82,México,Ciudad de México,2024-12,Refrigeradores,47622,42
Sucursal_82,México,Ciudad de México,2024-12,Lavadoras,17996,42
Sucursal_82,México,Ciudad de México,2024-12,Televisores,207049,42
Sucursal_82,México,Ciudad de México,2024-12,Microondas,65120,42
Sucursal_83,Perú,Arequipa,2024-01,Refrigeradores,66862,39
Sucursal_83,Perú,Arequipa,2024-01,Lavadoras,38210,39
Sucursal_83,Perú,Arequipa,2024-01,Televisores,36763,39
Sucursal_83,Perú,Arequipa,2024-01,Microondas,152294,39
Sucursal_83,Perú,Arequipa,2024-02,Refrigeradores,27152,39
Sucursal_83,Perú,Arequipa,2024-02,Lavadoras,45574,39
Sucursal_83,Perú,Arequipa,2024-02,Televisores,42392,39
Sucursal_83,Perú,Arequipa,2024-02,Microondas,128587,39
Sucursal_83,Perú,Arequipa,2024-03,Refrigeradores,19783,39
Sucursal_83,Perú,Arequipa,2024-03,Lavadoras,37471,39
Sucursal_83,Perú,Arequipa,2024-03,Televisores,30217,39
Sucursal_83,Perú,Arequipa,2024-03,Microondas,168984,39
Sucursal_83,Perú,Arequipa,2024-04,Refrigeradores,23455,39
Sucursal_83,Perú,Arequipa,2024-04,Lavadoras,65264,39
Sucursal_83,Perú,Arequipa,2024-04,Televisores,42563,39
Sucursal_83,Perú,Arequipa,2024-04,Microondas,114497,39
Sucursal_83,Perú,Arequipa,2024-05,Refrigeradores,15170,39
Sucursal_83,Perú,Arequipa,2024-05,Lavadoras,19916,39
Sucursal_83,Perú,Arequipa,2024-05,Televisores,17279,39
Sucursal_83,Perú,Arequipa,2024-05,Microondas,72514,39
Sucursal_83,Perú,Arequipa,2024-06,Refrigeradores,20714,39
Sucursal_83,Perú,Arequipa,2024-06,Lavadoras,63828,39
Sucursal_83,Perú,Arequipa,2024-06,Televisores,40038,39
Sucursal_83,Perú,Arequipa,2024-06,Microondas,102641,39
Sucursal_83,Perú,Arequipa,2024-07,Refrigeradores,48365,39
Sucursal_83,Perú,Arequipa,2024-07,Lavadoras,39723,39
Sucursal_83,Perú,Arequipa,2024-07,Televisores,46281,39
Sucursal_83,Perú,Arequipa,2024-07,Microondas,101469,39
Sucursal_83,Perú,Arequipa,2024-08,Refrigeradores,44170,39
Sucursal_83,Perú,Arequipa,2024-08,Lavadoras,29157,39
Sucursal_83,Perú,Arequipa,2024-08,Televisores,34034,39
Sucursal_83,Perú,Arequipa,2024-08,Microondas,100161,39
Sucursal_83,Perú,Arequipa,2024-09,Refrigeradores,45633,39
Sucursal_83,Perú,Arequipa,2024-09,Lavadoras,20453,39
Sucursal_83,Perú,Arequipa,2024-09,Televisores,57821,39
Sucursal_83,Perú,Arequipa,2024-09,Microondas,96839,39
Sucursal_83,Perú,Arequipa,2024-10,Refrigeradores,53511,39
Sucursal_83,Perú,Arequipa,2024-10,Lavadoras,67197,39
Sucursal_83,Perú,Arequipa,2024-10,Televisores,48361,39
Sucursal_83,Perú,Arequipa,2024-10,Microondas,175180,39
Sucursal_83,Perú,Arequipa,2024-11,Refrigeradores,43913,39
Sucursal_83,Perú,Arequipa,2024-11,Lavadoras,39419,39
Sucursal_83,Perú,Arequipa,2024-11,Televisores,37253,39
Sucursal_83,Perú,Arequipa,2024-11,Microondas,189449,39
Sucursal_83,Perú,Arequipa,2024-12,Refrigeradores,48379,39
Sucursal_83,Perú,Arequipa,2024-12,Lavadoras,15334,39
Sucursal_83,Perú,Arequipa,2024-12,Televisores,44410,39
Sucursal_83,Perú,Arequipa,2024-12,Microondas,72612,39
Sucursal_84,Chile,Santiago,2024-01,Refrigeradores,50233,41
Sucursal_84,Chile,Santiago,2024-01,Lavadoras,119976,41
Sucursal_84,Chile,Santiago,2024-01,Televisores,34715,41
Sucursal_84,Chile,Santiago,2024-01,Microondas,64058,41
Sucursal_84,Chile,Santiago,2024-02,Refrigeradores,32532,41
Sucursal_84,Chile,Santiago,2024-02,Lavadoras,137813,41
Sucursal_84,Chile,Santiago,2024-02,Televisores,56890,41
Sucursal_84,Chile,Santiago,2024-02,Microondas,48139,41
Sucursal_84,Chile,Santiago,2024-03,Refrigeradores,24665,41
Sucursal_84,Chile,Santiago,2024-03,Lavadoras,154310,41
Sucursal_84,Chile,Santiago,2024-03,Televisores,53123,41
Sucursal_84,Chile,Santiago,2024-03,Microondas,31956,41
Sucursal_84,Chile,Santiago,2024-04,Refrigeradores,20365,41
Sucursal_84,Chile,Santiago,2024-04,Lavadoras,166499,41
Sucursal_84,Chile,Santiago,2024-04,Televisores,59353,41
Sucursal_84,Chile,Santiago,2024-04,Microondas,21920,41
Sucursal_84,Chile,Santiago,2024-05,Refrigeradores,54427,41
Sucursal_84,Chile,Santiago,2024-05,Lavadoras,182362,41
Sucursal_84,Chile,Santiago,2024-05,Televisores,41917,41
Sucursal_84,Chile,Santiago,2024-05,Microondas,57298,41
Sucursal_84,Chile,Santiago,2024-06,Refrigeradores,41957,41
Sucursal_84,Chile,Santiago,2024-06,Lavadoras,171989,41
Sucursal_84,Chile,Santiago,2024-06,Televisores,58417,41
Sucursal_84,Chile,Santiago,2024-06,Microondas,45692,41
Sucursal_84,Chile,Santiago,2024-07,Refrigeradores,47711,41
Sucursal_84,Chile,Santiago,2024-07,Lavadoras,154749,41
Sucursal_84,Chile,Santiago,2024-07,Televisores,54437,41
Sucursal_84,Chile,Santiago,2024-07,Microondas,16518,41
Sucursal_84,Chile,Santiago,2024-08,Refrigeradores,53850,41
Sucursal_84,Chile,Santiago,2024-08,Lavadoras,123637,41
Sucursal_84,Chile,Santiago,2024-08,Televisores,38194,41
Sucursal_84,Chile,Santiago,2024-08,Microondas,60433,41
Sucursal_84,Chile,Santiago,2024-09,Refrigeradores,47345,41
Sucursal_84,Chile,Santiago,2024-09,Lavadoras,167646,41
Sucursal_84,Chile,Santiago,2024-09,Televisores,45461,41
Sucursal_84,Chile,Santiago,2024-09,Microondas,60899,41
Sucursal_84,Chile,Santiago,2024-10,Refrigeradores,26241,41
Sucursal_84,Chile,Santiago,2024-10,Lavadoras,144558,41
Sucursal_84,Chile,Santiago,2024-10,Televisores,44848,41
Sucursal_84,Chile,Santiago,2024-10,Microondas,45875,41
Sucursal_84,Chile,Santiago,2024-11,Refrigeradores,56413,41
Sucursal_84,Chile,Santiago,2024-11,Lavadoras,136882,41
Sucursal_84,Chile,Santiago,2024-11,Televisores,34954,41
Sucursal_84,Chile,Santiago,2024-11,Microondas,60645,41
Sucursal_84,Chile,Santiago,2024-12,Refrigeradores,32853,41
Sucursal_84,Chile,Santiago,2024-12,Lavadoras,139620,41
Sucursal_84,Chile,Santiago,2024-12,Televisores,35454,41
Sucursal_84,Chile,Santiago,2024-12,Microondas,34072,41
Sucursal_85,Argentina,Buenos Aires,2024-01,Refrigeradores,69757,36
Sucursal_85,Argentina,Buenos Aires,2024-01,Lavadoras,15705,36
Sucursal_85,Argentina,Buenos Aires,2024-01,Televisores,35476,36
Sucursal_85,Argentina,Buenos Aires,2024-01,Microondas,35933,36
Sucursal_85,Argentina,Buenos Aires,2024-02,Refrigeradores,45942,36
Sucursal_85,Argentina,Buenos Aires,2024-02,Lavadoras,21196,36
Sucursal_85,Argentina,Buenos Aires,2024-02,Televisores,20791,36
Sucursal_85,Argentina,Buenos Aires,2024-02,Microondas,16300,36
Sucursal_85,Argentina,Buenos Aires,2024-03,Refrigeradores,48357,36
Sucursal_85,Argentina,Buenos Aires,2024-03,Lavadoras,19001,36
Sucursal_85,Argentina,Buenos Aires,2024-03,Televisores,24957,36
Sucursal_85,Argentina,Buenos Aires,2024-03,Microondas,32941,36
Sucursal_85,Argentina,Buenos Aires,2024-04,Refrigeradores,39263,36
Sucursal_85,Argentina,Buenos Aires,2024-04,Lavadoras,14959,36
Sucursal_85,Argentina,Buenos Aires,2024-04,Televisores,24821,36
Sucursal_85,Argentina,Buenos Aires,2024-04,Microondas,15221,36
Sucursal_85,Argentina,Buenos Aires,2024-05,Refrigeradores,71574,36
Sucursal_85,Argentina,Buenos Aires,2024-05,Lavadoras,32410,36
Sucursal_85,Argentina,Buenos Aires,2024-05,Televisores,8420,36
Sucursal_85,Argentina,Buenos Aires,2024-05,Microondas,21762,36
Sucursal_85,Argentina,Buenos Aires,2024-06,Refrigeradores,53528,36
Sucursal_85,Argentina,Buenos Aires,2024-06,Lavadoras,24942,36
Sucursal_85,Argentina,Buenos Aires,2024-06,Televisores,21750,36
Sucursal_85,Argentina,Buenos Aires,2024-06,Microondas,17757,36
Sucursal_85,Argentina,Buenos Aires,2024-07,Refrigeradores,71007,36
Sucursal_85,Argentina,Buenos Aires,2024-07,Lavadoras,35479,36
Sucursal_85,Argentina,Buenos Aires,2024-07,Televisores,21716,36
Sucursal_85,Argentina,Buenos Aires,2024-07,Microondas,21849,36
Sucursal_85,Argentina,Buenos Aires,2024-08,Refrigeradores,74986,36
Sucursal_85,Argentina,Buenos Aires,2024-08,Lavadoras,26163,36
Sucursal_85,Argentina,Buenos Aires,2024-08,Televisores,12989,36
Sucursal_85,Argentina,Buenos Aires,2024-08,Microondas,35081,36
Sucursal_85,Argentina,Buenos Aires,2024-09,Refrigeradores,58949,36
Sucursal_85,Argentina,Buenos Aires,2024-09,Lavadoras,14966,36
Sucursal_85,Argentina,Buenos Aires,2024-09,Televisores,27522,36
Sucursal_85,Argentina,Buenos Aires,2024-09,Microondas,11187,36
Sucursal_85,Argentina,Buenos Aires,2024-10,Refrigeradores,61392,36
Sucursal_85,Argentina,Buenos Aires,2024-10,Lavadoras,27967,36
Sucursal_85,Argentina,Buenos Aires,2024-10,Televisores,13300,36
Sucursal_85,Argentina,Buenos Aires,2024-10,Microondas,23468,36
Sucursal_85,Argentina,Buenos Aires,2024-11,Refrigeradores,43760,36
Sucursal_85,Argentina,Buenos Aires,2024-11,Lavadoras,35944,36
Sucursal_85,Argentina,Buenos Aires,2024-11,Televisores,22921,36
Sucursal_85,Argentina,Buenos Aires,2024-11,Microondas,33744,36
Sucursal_85,Argentina,Buenos Aires,2024-12,Refrigeradores,100087,36
Sucursal_85,Argentina,Buenos Aires,2024-12,Lavadoras,30440,36
Sucursal_85,Argentina,Buenos Aires,2024-12,Televisores,28232,36
Sucursal_85,Argentina,Buenos Aires,2024-12,Microondas,36702,36
Sucursal_86,Perú,Arequipa,2024-01,Refrigeradores,32721,50
Sucursal_86,Perú,Arequipa,2024-01,Lavadoras,33409,50
Sucursal_86,Perú,Arequipa,2024-01,Televisores,14223,50
Sucursal_86,Perú,Arequipa,2024-01,Microondas,118032,50
Sucursal_86,Perú,Arequipa,2024-02,Refrigeradores,37606,50
Sucursal_86,Perú,Arequipa,2024-02,Lavadoras,22585,50
Sucursal_86,Perú,Arequipa,2024-02,Televisores,56481,50
Sucursal_86,Perú,Arequipa,2024-02,Microondas,202246,50
Sucursal_86,Perú,Arequipa,2024-03,Refrigeradores,41567,50
Sucursal_86,Perú,Arequipa,2024-03,Lavadoras,45709,50
Sucursal_86,Perú,Arequipa,2024-03,Televisores,28800,50
Sucursal_86,Perú,Arequipa,2024-03,Microondas,164888,50
Sucursal_86,Perú,Arequipa,2024-04,Refrigeradores,58488,50
Sucursal_86,Perú,Arequipa,2024-04,Lavadoras,61687,50
Sucursal_86,Perú,Arequipa,2024-04,Televisores,60865,50
Sucursal_86,Perú,Arequipa,2024-04,Microondas,194765,50
Sucursal_86,Perú,Arequipa,2024-05,Refrigeradores,16383,50
Sucursal_86,Perú,Arequipa,2024-05,Lavadoras,15321,50
Sucursal_86,Perú,Arequipa,2024-05,Televisores,21117,50
Sucursal_86,Perú,Arequipa,2024-05,Microondas,119610,50
Sucursal_86,Perú,Arequipa,2024-06,Refrigeradores,32543,50
Sucursal_86,Perú,Arequipa,2024-06,Lavadoras,33391,50
Sucursal_86,Perú,Arequipa,2024-06,Televisores,16177,50
Sucursal_86,Perú,Arequipa,2024-06,Microondas,113067,50
Sucursal_86,Perú,Arequipa,2024-07,Refrigeradores,15836,50
Sucursal_86,Perú,Arequipa,2024-07,Lavadoras,41923,50
Sucursal_86,Perú,Arequipa,2024-07,Televisores,44285,50
Sucursal_86,Perú,Arequipa,2024-07,Microondas,181772,50
Sucursal_86,Perú,Arequipa,2024-08,Refrigeradores,15924,50
Sucursal_86,Perú,Arequipa,2024-08,Lavadoras,33797,50
Sucursal_86,Perú,Arequipa,2024-08,Televisores,18058,50
Sucursal_86,Perú,Arequipa,2024-08,Microondas,159287,50
Sucursal_86,Perú,Arequipa,2024-09,Refrigeradores,35996,50
Sucursal_86,Perú,Arequipa,2024-09,Lavadoras,27163,50
Sucursal_86,Perú,Arequipa,2024-09,Televisores,46245,50
Sucursal_86,Perú,Arequipa,2024-09,Microondas,137279,50
Sucursal_86,Perú,Arequipa,2024-10,Refrigeradores,54373,50
Sucursal_86,Perú,Arequipa,2024-10,Lavadoras,23013,50
Sucursal_86,Perú,Arequipa,2024-10,Televisores,59214,50
Sucursal_86,Perú,Arequipa,2024-10,Microondas,79788,50
Sucursal_86,Perú,Arequipa,2024-11,Refrigeradores,22950,50
Sucursal_86,Perú,Arequipa,2024-11,Lavadoras,39049,50
Sucursal_86,Perú,Arequipa,2024-11,Televisores,24867,50
Sucursal_86,Perú,Arequipa,2024-11,Microondas,154265,50
Sucursal_86,Perú,Arequipa,2024-12,Refrigeradores,48754,50
Sucursal_86,Perú,Arequipa,2024-12,Lavadoras,49214,50
Sucursal_86,Perú,Arequipa,2024-12,Televisores,29784,50
Sucursal_86,Perú,Arequipa,2024-12,Microondas,194805,50
Sucursal_87,Perú,Arequipa,2024-01,Refrigeradores,32787,35
Sucursal_87,Perú,Arequipa,2024-01,Lavadoras,23479,35
Sucursal_87,Perú,Arequipa,2024-01,Televisores,54291,35
Sucursal_87,Perú,Arequipa,2024-01,Microondas,80362,35
Sucursal_87,Perú,Arequipa,2024-02,Refrigeradores,30092,35
Sucursal_87,Perú,Arequipa,2024-02,Lavadoras,40577,35
Sucursal_87,Perú,Arequipa,2024-02,Televisores,50258,35
Sucursal_87,Perú,Arequipa,2024-02,Microondas,108165,35
Sucursal_87,Perú,Arequipa,2024-03,Refrigeradores,64798,35
Sucursal_87,Perú,Arequipa,2024-03,Lavadoras,28596,35
Sucursal_87,Perú,Arequipa,2024-03,Televisores,40770,35
Sucursal_87,Perú,Arequipa,2024-03,Microondas,96489,35
Sucursal_87,Perú,Arequipa,2024-04,Refrigeradores,29505,35
Sucursal_87,Perú,Arequipa,2024-04,Lavadoras,35288,35
Sucursal_87,Perú,Arequipa,2024-04,Televisores,28428,35
Sucursal_87,Perú,Arequipa,2024-04,Microondas,72147,35
Sucursal_87,Perú,Arequipa,2024-05,Refrigeradores,57691,35
Sucursal_87,Perú,Arequipa,2024-05,Lavadoras,24662,35
Sucursal_87,Perú,Arequipa,2024-05,Televisores,39394,35
Sucursal_87,Perú,Arequipa,2024-05,Microondas,194547,35
Sucursal_87,Perú,Arequipa,2024-06,Refrigeradores,14074,35
Sucursal_87,Perú,Arequipa,2024-06,Lavadoras,39982,35
Sucursal_87,Perú,Arequipa,2024-06,Televisores,19019,35
Sucursal_87,Perú,Arequipa,2024-06,Microondas,203177,35
Sucursal_87,Perú,Arequipa,2024-07,Refrigeradores,35782,35
Sucursal_87,Perú,Arequipa,2024-07,Lavadoras,17877,35
Sucursal_87,Perú,Arequipa,2024-07,Televisores,65652,35
Sucursal_87,Perú,Arequipa,2024-07,Microondas,165285,35
Sucursal_87,Perú,Arequipa,2024-08,Refrigeradores,41650,35
Sucursal_87,Perú,Arequipa,2024-08,Lavadoras,29886,35
Sucursal_87,Perú,Arequipa,2024-08,Televisores,25216,35
Sucursal_87,Perú,Arequipa,2024-08,Microondas,193233,35
Sucursal_87,Perú,Arequipa,2024-09,Refrigeradores,58662,35
Sucursal_87,Perú,Arequipa,2024-09,Lavadoras,29598,35
Sucursal_87,Perú,Arequipa,2024-09,Televisores,15160,35
Sucursal_87,Perú,Arequipa,2024-09,Microondas,172213,35
Sucursal_87,Perú,Arequipa,2024-10,Refrigeradores,46958,35
Sucursal_87,Perú,Arequipa,2024-10,Lavadoras,49150,35
Sucursal_87,Perú,Arequipa,2024-10,Televisores,21230,35
Sucursal_87,Perú,Arequipa,2024-10,Microondas,92739,35
Sucursal_87,Perú,Arequipa,2024-11,Refrigeradores,37132,35
Sucursal_87,Perú,Arequipa,2024-11,Lavadoras,51264,35
Sucursal_87,Perú,Arequipa,2024-11,Televisores,28590,35
Sucursal_87,Perú,Arequipa,2024-11,Microondas,202920,35
Sucursal_87,Perú,Arequipa,2024-12,Refrigeradores,26013,35
Sucursal_87,Perú,Arequipa,2024-12,Lavadoras,14801,35
Sucursal_87,Perú,Arequipa,2024-12,Televisores,52674,35
Sucursal_87,Perú,Arequipa,2024-12,Microondas,121893,35
Sucursal_88,Perú,Arequipa,2024-01,Refrigeradores,60626,50
Sucursal_88,Perú,Arequipa,2024-01,Lavadoras,55769,50
Sucursal_88,Perú,Arequipa,2024-01,Televisores,59756,50
Sucursal_88,Perú,Arequipa,2024-01,Microondas,128498,50
Sucursal_88,Perú,Arequipa,2024-02,Refrigeradores,62086,50
Sucursal_88,Perú,Arequipa,2024-02,Lavadoras,54283,50
Sucursal_88,Perú,Arequipa,2024-02,Televisores,55386,50
Sucursal_88,Perú,Arequipa,2024-02,Microondas,155355,50
Sucursal_88,Perú,Arequipa,2024-03,Refrigeradores,32513,50
Sucursal_88,Perú,Arequipa,2024-03,Lavadoras,67755,50
Sucursal_88,Perú,Arequipa,2024-03,Televisores,51142,50
Sucursal_88,Perú,Arequipa,2024-03,Microondas,166539,50
Sucursal_88,Perú,Arequipa,2024-04,Refrigeradores,36119,50
Sucursal_88,Perú,Arequipa,2024-04,Lavadoras,54324,50
Sucursal_88,Perú,Arequipa,2024-04,Televisores,57084,50
Sucursal_88,Perú,Arequipa,2024-04,Microondas,174820,50
Sucursal_88,Perú,Arequipa,2024-05,Refrigeradores,16132,50
Sucursal_88,Perú,Arequipa,2024-05,Lavadoras,55864,50
Sucursal_88,Perú,Arequipa,2024-05,Televisores,61906,50
Sucursal_88,Perú,Arequipa,2024-05,Microondas,115039,50
Sucursal_88,Perú,Arequipa,2024-06,Refrigeradores,40108,50
Sucursal_88,Perú,Arequipa,2024-06,Lavadoras,26224,50
Sucursal_88,Perú,Arequipa,2024-06,Televisores,62028,50
Sucursal_88,Perú,Arequipa,2024-06,Microondas,131974,50
Sucursal_88,Perú,Arequipa,2024-07,Refrigeradores,31874,50
Sucursal_88,Perú,Arequipa,2024-07,Lavadoras,18778,50
Sucursal_88,Perú,Arequipa,2024-07,Televisores,48834,50
Sucursal_88,Perú,Arequipa,2024-07,Microondas,117972,50
Sucursal_88,Perú,Arequipa,2024-08,Refrigeradores,60694,50
Sucursal_88,Perú,Arequipa,2024-08,Lavadoras,37973,50
Sucursal_88,Perú,Arequipa,2024-08,Televisores,40430,50
Sucursal_88,Perú,Arequipa,2024-08,Microondas,189320,50
Sucursal_88,Perú,Arequipa,2024-09,Refrigeradores,31732,50
Sucursal_88,Perú,Arequipa,2024-09,Lavadoras,51098,50
Sucursal_88,Perú,Arequipa,2024-09,Televisores,38227,50
Sucursal_88,Perú,Arequipa,2024-09,Microondas,89255,50
Sucursal_88,Perú,Arequipa,2024-10,Refrigeradores,54415,50
Sucursal_88,Perú,Arequipa,2024-10,Lavadoras,48910,50
Sucursal_88,Perú,Arequipa,2024-10,Televisores,55590,50
Sucursal_88,Perú,Arequipa,2024-10,Microondas,139249,50
Sucursal_88,Perú,Arequipa,2024-11,Refrigeradores,35486,50
Sucursal_88,Perú,Arequipa,2024-11,Lavadoras,52845,50
Sucursal_88,Perú,Arequipa,2024-11,Televisores,44662,50
Sucursal_88,Perú,Arequipa,2024-11,Microondas,170855,50
Sucursal_88,Perú,Arequipa,2024-12,Refrigeradores,18959,50
Sucursal_88,Perú,Arequipa,2024-12,Lavadoras,51816,50
Sucursal_88,Perú,Arequipa,2024-12,Televisores,26937,50
Sucursal_88,Perú,Arequipa,2024-12,Microondas,129897,50
Sucursal_89,México,Guadalajara,2024-01,Refrigeradores,37136,50
Sucursal_89,México,Guadalajara,2024-01,Lavadoras,37765,50
Sucursal_89,México,Guadalajara,2024-01,Televisores,124629,50
Sucursal_89,México,Guadalajara,2024-01,Microondas,37771,50
Sucursal_89,México,Guadalajara,2024-02,Refrigeradores,16064,50
Sucursal_89,México,Guadalajara,2024-02,Lavadoras,52337,50
Sucursal_89,México,Guadalajara,2024-02,Televisores,81665,50
Sucursal_89,México,Guadalajara,2024-02,Microondas,33067,50
Sucursal_89,México,Guadalajara,2024-03,Refrigeradores,25503,50
Sucursal_89,México,Guadalajara,2024-03,Lavadoras,39589,50
Sucursal_89,México,Guadalajara,2024-03,Televisores,79027,50
Sucursal_89,México,Guadalajara,2024-03,Microondas,40703,50
Sucursal_89,México,Guadalajara,2024-04,Refrigeradores,36255,50
Sucursal_89,México,Guadalajara,2024-04,Lavadoras,38405,50
Sucursal_89,México,Guadalajara,2024-04,Televisores,91152,50
Sucursal_89,México,Guadalajara,2024-04,Microondas,51187,50
Sucursal_89,México,Guadalajara,2024-05,Refrigeradores,21790,50
